Scientific name	Comments	WORMS Authority	WORMS Rank	WORMS Kingdom	WORMS Phylum	WORMS Class	WORMS Order	WORMS Family	WORMS Genus	WORMS AphiaID
Molgula		Forbes, 1848	Genus	Animalia	Chordata	Ascidiacea	Stolidobranchia	Molgulidae	Molgula	103509
Molgulidae		Lacaze-Duthiers, 1877	Family	Animalia	Chordata	Ascidiacea	Stolidobranchia	Molgulidae		103448
Mollusca			Phylum	Animalia	Mollusca					51
Moniporeia affinis		(Lindström, 1855)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Pontoporeiidae	Monoporeia	103077
Monoculodes		Stimpson, 1853	Genus	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Monoculodes	101694
Monoculodes breviops		Bulycheva, 1952	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Monoculodes	845994
Monoculodes carinatus		(Bate, 1857)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Monoculodes	102882
Monoculodes packardi		Boeck, 1871	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Monoculodes	102892
Monoculodes pallidus		Sars, 1892	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Monoculodes	102893
Monoculodes tenuirostratus		Boeck, 1871	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Monoculodes	102898
Monoporeia affinis		(Lindström, 1855)	Species	Animalia	Arthropoda	Malacostraca	Amphipoda	Pontoporeiidae	Monoporeia	103077
Monoraphidium		Komárková-Legnerová, 1969	Genus	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	160590
Monoraphidium arcuatum		(Korshikov) Hindák, 1970	Species	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	558764
Monoraphidium contortum		(Thuret) Komàrková-Legnerová, 1969	Species	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	160591
Monoraphidium convolutum		(Corda) Komárková-Legnerová, 1969	Species	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	160592
Monoraphidium dybowskii		(Woloszynska) Hindák & Komárkova Legnerová, 1969	Species	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	622807
Monoraphidium griffithii		(Berkeley) Komárková-Legnerová, 1969	Species	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	248134
Monoraphidium komarkovae		Nygaard, 1979	Species	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	163100
Monoraphidium minutum		(Nägeli) Komárková-legnerová, 1969	Species	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	163101
Monoraphidium mirabile		(West & G.S.West) Pankow	Species	Plantae	Chlorophyta	Chlorophyceae	Sphaeropleales	Selenastraceae	Monoraphidium	248135
Monosiga		W.S.Kent, 1878	Genus	Protozoa	Choanozoa	Choanoflagellatea	Craspedida	Codonosigaceae	Monosiga	105535
Monostroma		Thuret, 1854	Genus	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Gomontiaceae	Monostroma	144290
Monostroma balticum		(Areschoug) Wittrock, 1866	Species	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Gomontiaceae	Monostroma	145938
Monostroma grevillei		(Thuret) Wittrock, 1866	Species	Plantae	Chlorophyta	Ulvophyceae	Ulotrichales	Gomontiaceae	Monostroma	145940
Montacuta		Turton, 1822	Genus	Animalia	Mollusca	Bivalvia	Veneroida	Montacutidae	Montacuta	138185
Montacuta substriata		(Montagu, 1808)	Species	Animalia	Mollusca	Bivalvia	Veneroida	Montacutidae	Montacuta	140377
Mougeotia		C.Agardh, 1824	Genus	Plantae	Charophyta	Zygnematophyceae	Zygnematales	Zygnemataceae	Mougeotia	248137
Mucidosphaerium pulchellum										624695
Mugga wahrbergi		Eliason, 1955	Species	Animalia	Annelida	Polychaeta	Terebellida	Ampharetidae	Mugga	129813
Munnopsis typica		M. Sars, 1861	Species	Animalia	Arthropoda	Malacostraca	Isopoda	Munnopsidae	Munnopsis	118770
Musculus		Röding, 1798	Genus	Animalia	Mollusca	Bivalvia	Mytiloida	Mytilidae	Musculus	138225
Musculus discors		(Linnaeus, 1767)	Species	Animalia	Mollusca	Bivalvia	Mytiloida	Mytilidae	Musculus	140472
Musculus niger		(J.E. Gray, 1824)	Species	Animalia	Mollusca	Bivalvia	Mytiloida	Mytilidae	Musculus	140474
Mya arenaria		Linnaeus, 1758	Species	Animalia	Mollusca	Bivalvia	Myoida	Myidae	Mya	140430
Mya truncata		Linnaeus, 1758	Species	Animalia	Mollusca	Bivalvia	Myoida	Myidae	Mya	140431
Mycale lingua		(Bowerbank, 1866)	Species	Animalia	Porifera	Demospongiae	Poecilosclerida	Mycalidae	Mycale	133289
Myidae		Lamarck, 1809	Family	Animalia	Mollusca	Bivalvia	Myoida	Myidae		247
Myoxocephalus		Tilesius, 1811	Genus	Animalia	Chordata	Actinopteri	Scorpaeniformes	Cottidae	Myoxocephalus	126152
Myoxocephalus scorpius		(Linnaeus, 1758)	Species	Animalia	Chordata	Actinopteri	Scorpaeniformes	Cottidae	Myoxocephalus	127203
Myriochela oculata		Zachs, 1923	Species	Animalia	Annelida	Polychaeta	Sabellida	Oweniidae	Myriochele	130543
Myriochele		Malmgren, 1867	Genus	Animalia	Annelida	Polychaeta	Sabellida	Oweniidae	Myriochele	129426
Myriochele daniellseni		Hansen, 1878	Species	Animalia	Annelida	Polychaeta	Sabellida	Oweniidae	Myriochele	130540
Myriochele heeri		Malmgren, 1867	Species	Animalia	Annelida	Polychaeta	Sabellida	Oweniidae	Myriochele	130542
Myriophyllum			Genus	Plantae	Tracheophyta		Saxifragales	Haloragaceae	Myriophyllum	415670
Myriophyllum sibiricum		Kom.	Species	Plantae	Tracheophyta		Saxifragales	Haloragaceae	Myriophyllum	593221
Myriophyllum spicatum		L.	Species	Plantae	Tracheophyta		Saxifragales	Haloragaceae	Myriophyllum	416205
Myrtea spinifera		(Montagu, 1803)	Species	Animalia	Mollusca	Bivalvia	Lucinoida	Lucinidae	Myrtea	140287
Myrtea spinnifera		(Montagu, 1803)	Species	Animalia	Mollusca	Bivalvia	Lucinoida	Lucinidae	Myrtea	140287
Mysella		Angas, 1877	Genus	Animalia	Mollusca	Bivalvia	Veneroida	Montacutidae	Mysella	138186
Mysella bidentata		(Montagu, 1803)	Species	Animalia	Mollusca	Bivalvia	Veneroida	Montacutidae	Mysella	140380
Mysia undata		(Pennant, 1777)	Species	Animalia	Mollusca	Bivalvia	Veneroida	Veneridae	Mysia	140728
Mysida		Boas, 1883	Order	Animalia	Arthropoda	Malacostraca	Mysida			149668
Mysidae		Haworth, 1825	Family	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae		119822
Mysinae		Haworth, 1825	Subfamily	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae		148706
Mysis		Latreille, 1802	Genus	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Mysis	119886
Mysis mixta		Liljeborg, 1853	Species	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Mysis	120113
Mysis relicta s. lat.		Lovén, 1862	Species	Animalia	Arthropoda	Malacostraca	Mysida	Mysidae	Mysis	120120
Mytilidae		Rafinesque, 1815	Family	Animalia	Mollusca	Bivalvia	Mytiloida	Mytilidae		211
Mytilus edulis		Linnaeus, 1758	Species	Animalia	Mollusca	Bivalvia	Mytiloida	Mytilidae	Mytilus	140480
Myxilla		Schmidt, 1862	Genus	Animalia	Porifera	Demospongiae	Poecilosclerida	Myxillidae	Myxilla	131970
Myxilla incrustans		(Johnston, 1842)	Species	Animalia	Porifera	Demospongiae	Poecilosclerida	Myxillidae	Myxilla	133882
Myxine glutinosa		Linnaeus, 1758	Species	Animalia	Chordata	Myxini	Myxiniformes	Myxinidae	Myxine	101170
Myzozoa		Cavalier-Smith & Chao	Phylum	Chromista	Myzozoa					450030
Naididae		Ehrenberg, 1828	Family	Animalia	Annelida	Clitellata	Haplotaxida	Naididae		2039
Najas marina		L.	Species	Plantae	Tracheophyta		Alismatales	Hydrocharitaceae	Najas	416207
Nassariidae		Iredale, 1916 (1835)	Family	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae		151
Nassarius		Duméril, 1805	Genus	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	138235
Nassarius incrassatus		(Strøm, 1768)	Species	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	140503
Nassarius nitidus		(Jeffreys, 1867)	Species	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	140509
Nassarius pygmaeus		(Lamarck, 1822)	Species	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	140512
Nassarius reticulata		(Linnaeus, 1758)	Species	Animalia	Mollusca	Gastropoda	Neogastropoda	Nassariidae	Nassarius	140513
Natica alderi		Forbes, 1838	Species	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Natica	152337
Natica montagui		Forbes, 1838	Species	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Natica	584895
Natica poliana		Delle Chiaje, 1826	Species	Animalia	Mollusca	Gastropoda	Littorinimorpha	Naticidae	Natica	720555
Navicula cryptocephala		Kützing, 1844	Species	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	149203
Navicula directa		(W.Smith) Ralfs, 1861	Species	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	149467
Navicula gregaria		Donkin, 1861	Species	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	172799
Navicula meniscus		J.Schumann, 1867	Species	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	172826
Navicula rhynchocephala		Kützing, 1844	Species	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	149444
Navicula transitans		Cleve, 1883	Species	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	149320
Navicula transitans var. derasa		(Grunow) Cleve, 1883	Variety	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	175320
Navicula transitans var. derasa f. delicatula		Heimdal, 1970	Forma	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	175321
Navicula transitans var. transitans			Variety	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	175319
Navicula tripunctata		(O.F.Müller) Bory de Saint-Vincent, 1822	Species	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	149204
Navicula vanhoeffenii		Gran, 1897	Species	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Naviculaceae	Navicula	175326
Neanthes		Kinberg, 1865	Genus	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Neanthes	129378
Neanthes succinea		(Leuckart, 1847)	Species	Animalia	Annelida	Polychaeta	Phyllodocida	Nereididae	Neanthes	130391
Nebalia bipes		(Fabricius, 1780)	Species	Animalia	Arthropoda	Malacostraca	Nebaliacea	Nebaliidae	Nebalia	147032
Nemalion		Duby, 1830	Genus	Plantae	Rhodophyta	Florideophyceae	Nemaliales	Liagoraceae	Nemalion	144212
Nemalion helminthoides		(Velley) Batters, 1902	Species	Plantae	Rhodophyta	Florideophyceae	Nemaliales	Liagoraceae	Nemalion	145765
Nematocera			Suborder	Animalia	Arthropoda	Insecta	Diptera			150922
Nematoda			Phylum	Animalia	Nematoda					799
Nematodinium armatum		(Dogiel) Kofoid & Swezy, 1921	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Warnowiaceae	Nematodinium	109907
Nematopsides vigilans		(Marshall) Greuet, 1973	Species	Chromista	Myzozoa	Dinophyceae	Gymnodiniales	Warnowiaceae	Nematopsides	547527
